text,airline_sentiment,airline_sentiment_confidence,cleaned_text,label
@USAirways will all flights out of DFW be Cancelled Flightled today?,neutral,1.0,flight dew canceled lighted today,0
@USAirways can you add my KTN to an existing reservation?,neutral,1.0,add ken existing reservation,0
@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!,negative,1.0,please fix productive check process check station people working total mess,-1
@USAirways I will. Is it down or is just me?,negative,0.6523,,-1
@USAirways I'm supposed to fly through Dallas. Can you help me get a new itinerary?,neutral,0.6775,supposed fly dallas help get new itinerant,0
@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService,positive,1.0,cut baggage crew deserves buds run make connection bag still made customerservice,1
@USAirways Thanks!,positive,1.0,thanks,1
@USAirways you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight? Please FIX this ASAP!! #freeflight,negative,1.0,denied mon flight needed breast jumping part full flight please fix sap freeflight,-1
"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience.",negative,1.0,relied u away mistake awful customer experience,-1
@USAirways Thank you. The website crashing for me.,negative,1.0,thank webster crashing,-1
"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down.",negative,1.0,hold he flight canceled lighted amp anthony beyond rude helpful weighing,-1
"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight.""",negative,1.0,nightmare ever end found flight today delayed due ground handling delay affecting prior flight,-1
@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service,positive,1.0,alright please give scott f bal bonus excellent customer service,1
"@USAirways : When You've Got to Get There, We've Got Excuses! #usairwaysfail",negative,0.6452,got get got excuse usairwaysfail,-1
"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA",neutral,0.7006,referring email like tell people get upgrade otherwise know already,0
"@USAirways first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!",negative,1.0,first luggage got stuck different city get back today amp one employee stole pair glove,-1
"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!",neutral,1.0,reserved flight companion certificate mail certificate purification the,0
"@USAirways Do your flight schedules to - from Quintana Roo, Mexico reflect their newly adopted time zone change to EST?",neutral,1.0,flight schedule quintana room mexico reflect newly adopted time zone change est,0
@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,negative,1.0,sure know paper customer strand abroad badcustomerservice end youareonyourown,-1
@USAirways : Maybe You Should Drive #usairwaysfail,neutral,0.6421,maybe drive usairwaysfail,0
@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail,negative,0.6458,suck pas saving u usairwaysfail,-1
@USAirways thank you for the apology,neutral,0.6458,thank apology,0
@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.,negative,0.6713,help refund phone guy help webster let submit reply,-1
@USAirways We take Late Flight to a whole new level!,negative,1.0,take late flight whole new level,-1
“@USAirways: @hegshmeg O” thank you for that elaborate response,positive,1.0,thank elaborate response,1
@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy,negative,1.0,guy screwing trip thanks nothing lazy,-1
@USAirways Is your refund system down?,neutral,0.6655,refund system,0
@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf,negative,1.0,seriously ridiculous wait hour luggage land utf,-1
"That's not the case.. They sent me a email with a link, I'll show you.. @USAirways http://t.co/hb799CCo0t",neutral,1.0,case sent email link show,0
@usairways Why are we waiting 40 min so far for our luggage??? #wannagohome,negative,1.0,waiting min far luggage wannagohome,-1
@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail,negative,1.0,time sweet tell horrible attendant flight la feel jail,-1
@USAirways hello??? Anyone there?,negative,0.6699,hello anyone,-1
@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed,negative,1.0,forced section check carry would packed differently check bag even allow passed,-1
"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline",negative,0.6679,raleigh chicago firstclass upgrade must flying a screw said elite failed airline,-1
"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy",negative,1.0,felt he late flight baggage he see delivered suitcase wet inside amp nothappy,-1
@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!,negative,1.0,get hotel or agent nothing help top sent luggage wrong flight,-1
"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help",negative,1.0,take late flight flight booked corporate dinner travel kept agent offered little help,-1
@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else,negative,1.0,computer system went ok understandable agent make worse helping anyone else,-1
"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise",negative,1.0,employee responsible social medium content yes u probably care however action last night say otherwise,-1
@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr,negative,1.0,flight get minute early goodwill gone bag minute late flight,-1
"@USAirways. wow, awful customer service.",negative,1.0,now awful customer service,-1
@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.,negative,1.0,merging american negative affect quality integrity longer fly,-1
@USAirways How many agents do you have working to handle the thousands of calls?,negative,0.7009,many agent working handle thousand call,-1
@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,positive,1.0,best amazing follow please,1
@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.,negative,1.0,flight delayed miss connecting flight please help alternate thank,-1
"@USAirways 4469, thank you for asking.",neutral,0.6879,thank asking,0
@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?,negative,1.0,three hour wait counting waiting reservation phone serious,-1
@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.,positive,1.0,happy note crew wonderful say enough great thing pilot u,1
@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.,negative,1.0,mess caused computer system flight hour late flight gate u est min wait,-1
"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again.",negative,1.0,storm storm customer service joke hour wait time speak someone never fly airline,-1
@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.,negative,1.0,guy luggage san jose supposed deliver hotel hour ago please contact,-1
@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways,negative,1.0,flown figured worth mile lifetime first last ever flight u away,-1
@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒,negative,1.0,pus get back tallahassee one ever strange gainesville long,-1
@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable,negative,1.0,miserable airline loss revenue reflection go extinct merger delay inevitable,-1
@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore?,negative,1.0,point merger go business turning profit anymore,-1
@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :),negative,0.6697,love give feedback link fill personal into form guy best,-1
@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.,negative,1.0,finally got hold agent another hour thanks follow recommend call back feature,-1
@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???,negative,1.0,ringing brother barn bailey keep eye peeled clown car,-1
@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,negative,1.0,mention fact flight delayed computer,-1
@USAirways cannot add my frequent flyer number on your website.  Can you help?,negative,0.65,add frequent ulcer number webster help,-1
@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?,negative,1.0,get plane wait hour half speak someone flight booking problem,-1
"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",negative,1.0,please triviality joke slow day slow experience,-1
@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?,negative,1.0,agent pox customer service desk hour ago line people long,-1
@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?,negative,1.0,sorry help midnight put hell still hold minute customer service line,-1
@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?,negative,0.6793,like thought america u away start operating rule communist russia,-1
@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.,negative,1.0,guy nice give route jet blue southwest least treat customer properly,-1
@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on.,negative,1.0,hope apparently way guy business guess flying southwest blue,-1
@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight.,negative,1.0,keep thinking massive practical joke someone on na appear thin air take rent tonight,-1
@USAirways there's over 50 people in line and only one agent!,negative,1.0,people line one agent,-1
"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!",negative,1.0,way planning ben waiting line customer service pox hour,-1
"@USAirways Already planning my local boycott for Washington, D.C. Area.",negative,0.6588,already planning local boycott washington c area,-1
@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.,negative,1.0,legitimate say would rather driven cross country flown u away,-1
@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!,negative,1.0,despite fact see answering people twitter mundane q refuse answer,-1
"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",negative,1.0,guy worst airline ever dealt ratification keeping customer updated terrible service,-1
@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!,negative,1.0,hey guy thanks answering thanks keeping hold hour customer service pm put,-1
"@USAirways @PDQuigley any progress? Good luck, Patrick!",neutral,0.695,progress good luck patrick,0
"@USAirways @landonschott he's fine, he really likes picking his own seat....",positive,0.6849,fine really like picking seat,1
@USAirways is the worst airline to ever travel with.,negative,1.0,worst airline ever travel,-1
"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled.",negative,1.0,lazy considerate professional airline ever traveled,-1
@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!,negative,1.0,pride service concern wife everyone else flight care,-1
@USAirways now U horrible people say you have no where for her to sleep?,negative,0.6932,u horrible people say sleep,-1
@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight,negative,1.0,charge company wife missed connection ca sent luggage another flight,-1
@USAirways the call hung up on me..,negative,1.0,call hung,-1
@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6,negative,1.0,got message site call flight gave hold hour,-1
@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!,negative,1.0,usairways lost passenger today upholding promise excellent customer service,-1
@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler,negative,1.0,yet staff philadelphia failed send luggage home alwayshappensthere angrytraveler,-1
@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL,negative,1.0,ok th try today giving minute hold time terrible,-1
Number or email? That's the purpose of sending you a tweet? @USAirways,negative,0.6632,number email purpose sending sweet,-1
@USAirways Thank you. I'll do that next time!,positive,1.0,thank next time,1
@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly,negative,1.0,still say check flight information incorrect everything entered correctly,-1
@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,negative,1.0,say estimated leave hour ago left yet thanks useful information theworstairline,-1
@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,negative,1.0,customer service horrendous way employee speak customer lack care problem flight,-1
@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh,negative,1.0,mon sit hour waiting flight ultimately canceled lighted give tuesday morning flight compensation ugh,-1
@USAirways does anyone from your airline know how to do their job?,negative,1.0,anyone airline know job,-1
@USAirways Has To Be THE WORST Airline Of All Time😡😡😡,negative,1.0,worst airline time,-1
@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,negative,1.0,denied stand bc checked bag can pal take delayed he late flight except u lost bag can,-1
@USAirways looks like our bag has been rescued. Thanks!,positive,1.0,look like bag rescued thanks,1
@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous,negative,1.0,trying get book reservation system let day ridiculous,-1
@USAirways you are the worst.,negative,1.0,worst,-1
@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL,negative,1.0,making folk run gate c b explanation zero cart transfer elderly handicap pal,-1
@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...,negative,1.0,waiting airplane total hour take flight today usually happen,-1
@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever,negative,1.0,given option new flight get plane pal ma year eventprof worst travel experience ever,-1
@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it,negative,1.0,let u stand flight due checked bag causing u get hour late flight get pal amp bag make,-1
@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home?,neutral,0.6259,merged marketing department would u believe maybe get home,0
"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!",negative,1.0,absolutely worst experience life pal he failed departure gate zero communication help,-1
"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected",negative,1.0,soon call customer service speak representative disconnected,-1
"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one",negative,1.0,trying call customer service since pm hour disconnected spoke one,-1
@USAirways give us no information and an attitude.,negative,1.0,give u information attitude,-1
@USAirways Looking for some help to recover an item I left on an airplane this evening,neutral,1.0,looking help recover item left airplane evening,0
@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us,negative,1.0,attendant gate enjoyed watching flight destination take horrible attendant give u,-1
"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no...",negative,1.0,strange mimi without dating departure board canceled lighted flight,-1
@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,negative,1.0,absolutely terrible managing delay delayed delayed delayed time office hour,-1
"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned.",negative,1.0,rude reliable horrible company equally rude reliable horrible employee stay tuned,-1
"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?",negative,1.0,pal take hour offload bag especially taking min get betray get plane landing,-1
"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail",negative,1.0,flight chilly it ma bwahahaha delayed he air min turned back around usairwaysfail,-1
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative,1.0,tired paying luggage amp less cellar customer service notafanofyourmerger,-1
@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow,negative,0.6832,heard debate da happening new orleans flight wewanttoknow,-1
@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia,negative,0.6842,think little weak sauce zero flight entertainment hour flight salt lake philadelphia,-1
"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers",negative,1.0,flew good weather landed another technical issue gate improve service lose customer,-1
"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members?",negative,1.0,standing customer flight booking problem answering phone way treat platino member,-1
@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?,negative,1.0,made reservation online receive confirmation email bank said transaction went u help,-1
@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,negative,1.0,worst flying experience life flight schedule departure pm pal he late flight guess,-1
@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.,neutral,1.0,issued memphis travel advisory tomorrow winter weather coming,0
@USAirways any update on this flight?It's more than three hours delayed. Thank you.,negative,1.0,update flight three hour delayed thank,-1
"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly",negative,1.0,partner w different hotel pal clarion proving difficult amp customer friendly,-1
@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????,negative,1.0,truly disappointed flight delayed going miss connection expected ebook flight,-1
"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards",negative,1.0,kind screwed day least outbound save standing,-1
@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.,negative,1.0,nightmare trying get costa rich pal today stuck mimi one answer number,-1
@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.,negative,1.0,ulm think u air computer hour flight hour late flight,-1
"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail",negative,1.0,comedy error continues get gate broken truck way fail,-1
@USAirways Instructions say to CALL. I'm just doing what it said to do.,negative,1.0,instruction say call said,-1
@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.,positive,1.0,since loyal said customer sure make right want get home amp back work,1
@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.,negative,1.0,fact get notified hindered ability look alternate flight snapped,-1
@USAirways you're really fudgin up with all these delays 😡 #justwantmybed,negative,1.0,really judging delay justwantmybed,-1
"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work.",negative,1.0,discovered killed u rescheduled flight cost second day lost work,-1
@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO,negative,1.0,today said canceled lighted rescheduled flight amp notify u except possibly home phone helpful since co,-1
@USAirways and I can't get through on any phones,negative,0.6737,get phone,-1
@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it,negative,1.0,thanks ruining last night vacation worry flight record,-1
"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost.",positive,0.6859999999999999,janet amp den pal flight canceled lighted saturday said rescheduled automatically amp notified u email additional cost,1
"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",negative,1.0,he trying reach real human finally hold he lynch reservation,-1
@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,negative,1.0,idiot took plane amp gave someone else fingers flight chilly orlando,-1
@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope.,negative,1.0,missed flight rude car flight till tuesday answer twitter help it hope,-1
"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please???",negative,1.0,delayed hour trying get give u update please,-1
@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,negative,0.6718,always nice customer service manager threatens customer standing understaffed line last hour,-1
@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.,negative,1.0,passed hour mark onholdwith call gave morning,-1
"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer.",negative,1.0,lost amp found wife lost phone chilly amp followed web instruction call answer,-1
"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great.",neutral,1.0,help seat assignment people flight pox nl seat split anything great,0
@USAirways follow/dm please,neutral,1.0,follow do please,0
@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith,negative,0.6609,dinner reservation minute trying get since breakfast onholdwith,-1
"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi",negative,1.0,cut please send one must sac rep must sac counter assist line door,-1
@USAirways help! I've been on hold for almost two hours. Trying 2 get home.,negative,1.0,help hold almost two hour trying get home,-1
"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith",negative,1.0,please call late flight acceptable neither hold he onholdwith,-1
@USAirways been sitting at gate for over 25 min on us 728! What gives???,negative,1.0,sitting gate min u give,-1
@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!,negative,1.0,need wait hold hour webster worked correctly please respond,-1
"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls.",negative,1.0,get answer question holding hour x getting message said taking call,-1
@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning,negative,1.0,hell overtook plane knew people actually seat assignment inert nearing pass poorplanning,-1
"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence.",negative,1.0,worst service began in rarely post company service annoyed weather relate flight incompetence,-1
@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!,negative,1.0,hold hour getting hour hold morning answer help,-1
@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService,negative,1.0,far phone wait time longer oscar coverage whatcustomerservice,-1
"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual.",negative,0.6596,chairman preferred lifetime mile u air reward firstclass upgrade usual,-1
@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3,neutral,1.0,flight operated n arrives following flight began national,0
@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really?,negative,1.0,minute delay take minute wait checked bag really,-1
@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8,negative,1.0,hold minute terrible customer service missed reservation,-1
@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways,negative,1.0,help get luggage back been trying change world do flight usairways,-1
@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting,negative,1.0,southern hospitality luggage delivery service say awful great delivering empty promise luggage he amp waiting,-1
@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management,negative,1.0,st flight u air plane mechanical issue wait minute help customer service help management,-1
"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡",negative,1.0,flight missed due much issue food voucher transported different airport rental reimbursement,-1
@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.,negative,1.0,control stupidity room plane come better mess u,-1
@USAirways  Interesting you forward compliments but never complaints!  World's worst airline #GoingForGreatnessFAIL,negative,1.0,interesting forward compliment never complaint world worst airline goingforgreatnessfail,-1
"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival.",negative,1.0,flight delayed crew availability give getting tea he past schedule arrival,-1
"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs...",negative,1.0,airport da airline mess flight also cover hotel cost da he,-1
@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa,negative,1.0,line min mechanical issue caused miss flight rep upset people,-1
@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊,positive,1.0,entire flight crew flight boy pal wonderful job making experience totally suck,1
@USAirways Can someone please answer my call. I have been waaaaaaiting!!!,negative,1.0,someone please answer call waiting,-1
@USAirways is holding my luggage hostage from flight 5182,negative,1.0,holding luggage hostage flight,-1
"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly.",positive,1.0,major issue getting boston crew exceptional let see thing roll chilly,1
"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways",negative,1.0,trying set phone interview day hoping position filled link work,-1
@USAirways do you have an email??,neutral,1.0,email,0
"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info",negative,1.0,call find booked tomorrow ask number email day into,-1
"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler",negative,1.0,u away care customer worst experience today u away wife toller,-1
@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,positive,1.0,thanks whole team time flight despite incitement weather,1
"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh",negative,1.0,rude staff said care market place food going vacation work nice hut,-1
@USAirways what happens to frequent flyer miles earned once merger is complete with AA?,neutral,1.0,happens frequent ulcer mile earned merger complete a,0
@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,negative,0.7047,got stand list earlier flight da status checked bag supposed thanks,-1
@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?,negative,1.0,flight keep getting delayed late flight late flight,-1
@USAirways any idea when flight 703 to Miami will leave for a second time?,neutral,0.6976,idea flight mimi leave second time,0
@USAirways I have contacted them but only got an automated response that won't give me the code.,negative,0.6444,contracted got automatic response give code,-1
"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!",neutral,0.6629,yea give cent dollar,0
@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation,negative,0.667,really letter say discuss serving drunk drink help current situation,-1
"@USAirways great, thank you!",positive,1.0,great thank,1
@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights,negative,1.0,mean might care sister assaulted one flight,-1
@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!,negative,1.0,top dozen pp missed connection one person customer service abysmal,-1
@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,positive,1.0,often airline easy work needed change flight time attendant me made day,1
@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,negative,1.0,possible someone drunk bring wheelchair keep serving,-1
"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!",negative,1.0,service pal abysmal hour runaway waiting gate information anywhere missed connection abysmal,-1
@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it,negative,1.0,worst customer service ever let people assaulted flight nothing,-1
@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies,negative,1.0,providing pilot flight new feature merger efficencies,-1
@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.,neutral,1.0,know flight pilot coming thanks,0
@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service,negative,1.0,guess ok people sexually assaulted flight nice customer service,-1
@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs,negative,0.6566,please help need plane wait go eliza tartar he baggage took still thou custom,-1
